Transaction_date,Current assets: All the assets of a company that are expected to be sold or used as a result of standard business,Cost of goods sold: The total amount a company paid as a cost directly related to the sale of products,Depreciation and amortization: Depreciation refers to the loss of value of a tangible fixed asset over,"EBITDA: Earnings before interest, taxes, depreciation, and amortization. A measure of a company's overall",Inventory: The accounting of items and raw materials that a company either uses in production or sells,Net Income: The overall profitability of a company after all expenses and costs have been deducted from total,Total Receivables: The balance of money due to a firm for goods or services delivered or used but not yet paid for
4/1/2024,48.415,53.892,0.625,-0.976,7.558,14.44,13.872
4/1/2024,1732.482,812.593,106.606,596.035,153.541,451.779,291.267
4/1/2024,3651,3161.2,737,1384,1148.9,-168.8,1536
4/1/2024,108.725,443.578,49.387,89.683,1.461,23.994,69.04
4/1/2024,108.725,443.578,49.387,89.683,1.461,23.994,69.04
4/1/2024,6.825,2.821,6.519,-2.485,0,53.607,0.842
4/1/2024,7111.036,541.616,425.498,874.568,0,1205.596,788.7
4/1/2024,1.486,0.128,0.018,1.411,0,1.407,0.73
4/1/2024,2048.1,1493.8,518.5,1108,0,103.2,700.2
4/1/2024,50.465,73.464,1.501,-67.401,0,-66.515,0
4/1/2024,320.857,10.07,25.477,-69.168,16.117,-128.081,67.907
4/1/2024,214.87,167.896,10.631,50.963,62.241,23.646,53.156
4/1/2024,17.73,333.86,19.7,22.968,1.541,5.539,4.254
4/2/2024,1343.966,1437.625,102.949,476.575,423.426,275.749,593.755
4/2/2024,60.189,53.948,1.234,3.513,18.427,2.19,11.792
4/2/2024,2979,19869,340,999,1279,407,1453
4/2/2024,285.042,5.622,1.714,-157.488,7.637,-169.659,13.838
4/2/2024,63.556,28.582,52.318,107.985,0,42.325,17.849
4/2/2024,185.148,117.729,103.743,181.557,0,-58.395,100.467
3/2/2024,31.047,58.173,1.818,3.525,17.475,1.069,12.895
4/2/2024,16.25,27.989,1.561,0.984,3.986,-0.672,6.37
4/2/2024,1474,5091,491,1214,78,188,211
4/2/2024,299.628,157.383,98.927,11.491,0,-119.123,54.924
4/2/2024,2.357,1.824,0.028,0.137,0.422,0.107,0.567
4/2/2024,79.882,49.332,3.439,0.428,60.419,-4.725,13.862
4/3/2024,1783.886,1996.109,161.863,646.983,479.66,345.758,397.02
4/3/2024,8.958,11.176,0.784,1.01,2.047,0.139,2.218
4/3/2024,1.613,2.503,0.081,-0.681,1.019,-1.028,0.452
4/3/2024,22.226,27.621,2.112,3.469,6.884,0.035,8.938
4/3/2024,98.234,9.488,0.075,23.473,0,20.053,16.519
4/3/2024,0.955,0.743,0.05,-6.362,0.026,-10.221,0.257
4/3/2024,100.163,61.469,10.529,8.177,3.16,-5.887,73.216
4/3/2024,7.575,1.287,0.468,-4.569,0.5,-14.67,0.403
4/3/2024,296.086,119.669,1.248,258.386,0,96.041,28.846
4/3/2024,84.685,58.455,141.815,208.577,0,58.036,30.109
4/3/2024,3.625,0.651,0.523,-7.107,0.013,-7.774,0.052
4/3/2024,1417.658,307.608,56.98,666.305,30.568,453.689,295.352
4/3/2024,0.018,0.031,0,-0.678,0,-0.772,0.002
4/3/2024,0.369,0.297,0.027,-1.214,0.034,-1.491,0.218
4/4/2024,72.992,83.443,3.23,10.686,41.332,4.598,25.102
4/4/2024,1993.359,1590.227,166.695,782.487,0,422.509,138.965
4/4/2024,14228,48396,1374,6211,12561,2314,0
4/4/2024,30.958,97.158,14.068,9.182,9.317,-5.361,12.327
4/4/2024,277.684,70.827,3.532,-71.56,49.462,-76.396,36.867
4/4/2024,7640.9,1659.4,714.9,7100.9,929.9,4430.7,2485.4
4/4/2024,252.761,331.937,23.568,115.204,86.373,60.413,108.365
4/4/2024,434.36,72.605,10.849,-34.667,0,-55.524,95.274
4/4/2024,167.527,14.378,8.875,7.43,23.132,-36.95,26.387
4/4/2024,0.338,0.042,0.004,-0.261,0.236,-0.262,0.062
4/4/2024,5610,2015,196,1379,131,1169,1216
4/4/2024,1109.723,392.624,49.217,132.874,0,65.14,238.768
4/4/2024,518.946,312.347,4.826,-302.512,7.032,-324.277,5.515
4/4/2024,228.415,111.948,119.78,551.208,0,143.689,97.558
4/4/2024,4.362,7.648,0.596,-4.25,0,-4.844,2.007
4/5/2024,6619,9362,758,3788,1813,2203,3344
4/5/2024,134.783,68.011,2.148,6.179,32.192,-0.308,18.655
4/5/2024,675.8,1475.3,123,511.9,297.8,276.6,311.4
4/5/2024,159.851,207.909,43.132,72.759,0.12,24.494,104.383
4/5/2024,1554.8,3114.7,131.6,856.6,544.9,193.1,613.1
4/5/2024,13.11,47.18,1.858,-0.136,1.894,-1.593,4.823
4/5/2024,3.712,3.725,0.181,-2.236,0,-2.686,0.69
4/5/2024,9067,421,634,7098,458,4046,2215
4/5/2024,338.512,283.852,29.227,235.664,0,142.415,208.865
4/5/2024,0.501,0.307,0.008,-0.296,0,-0.741,0.495
4/5/2024,517.217,45.76,18.531,-0.757,18.942,-68.859,87.285
4/5/2024,299.442,556.356,41.411,178.471,38.58,62.895,105.679
4/5/2024,38.514,41.152,0.057,25.983,0,24.703,0
4/5/2024,219.444,51.428,1.223,-32.911,0,-34.311,3.687
4/5/2024,0.013,0.039,0.001,-1.328,0,-1.62,0.006
4/5/2024,3657.287,1556.369,128.851,1812.262,805.292,957.062,704.31
4/5/2024,1099.4,1490.1,541.2,1326.3,0,542.3,813.7
4/5/2024,33.459,12.454,0.528,-0.321,5.142,-1.366,11.605
4/6/2024,370.421,1243.244,95.056,192.059,175.578,24.449,111.44
4/6/2024,28.714,23.022,0.237,-17.228,0,-15.734,0.029
4/6/2024,101.119,332.683,29,64.187,1.749,15.179,10.56
4/6/2024,26.993,98.163,8.397,15.902,1.425,-4.371,2.035
4/6/2024,71.131,61.83,6.978,-37.423,13.321,-64.831,34.077
4/6/2024,26.323,49.798,2.712,-5.502,3.49,-12.327,14.122
4/6/2024,328.881,1306.037,22.801,38.207,0,4.208,71.015
4/6/2024,128.51,962.1,13.042,70.468,35.044,32.281,74.564
4/7/2024,3793,5830,511,4358,1250,2400,1400
4/7/2024,19.025,83.303,2.803,10.247,3.223,3.677,0.474
4/7/2024,579.879,827.159,38.604,172.664,314.049,105.877,172.899
4/7/2024,18.347,34.675,0.044,-1.184,3.203,-9.061,4.943
4/7/2024,411.545,932.472,58.724,154.872,61.162,54.748,229.213
4/7/2024,1.157,0.555,0.007,1.877,0.133,1.655,0.579
4/7/2024,1311.811,852.326,56.815,-131.728,124.871,-185.829,421.166
4/7/2024,1007.4,1392.1,58.7,250.1,304.8,44,445
4/7/2024,28.647,4.842,0.581,-35.084,1.58,-37.38,0.882
4/7/2024,4.722,11.368,0.434,-10.451,0,-9.803,3.606
4/7/2024,10557,4248,262,4110,1575,4141,1424
4/7/2024,522.781,251.268,24.75,192.929,71.926,110.043,75.886
4/7/2024,2593.628,2658.514,179.5,358.432,1019.496,-46.302,665.646
4/7/2024,0.922,0.065,0.16,-1.873,0.001,-3.601,0.001
4/7/2024,2901.425,14204.267,382.1,1300.014,724.802,567.885,1797.933
4/8/2024,68.733,143.199,3.437,5.679,31.764,8.299,29.997
4/8/2024,285.483,30.175,33.112,-175.246,21.447,-509.336,28.078
4/8/2024,875.625,4390.147,227.396,437.321,0,-235.231,622.717
4/8/2024,499.787,287.303,4.246,-242.782,0,-236.642,0
4/8/2024,576.121,439.321,109.418,209.349,194.337,55.019,185.027
4/8/2024,380.453,497.462,33.602,45.067,144.35,11.924,171.258
4/8/2024,2086.901,307.761,141.896,836.581,21.905,575.667,688.42
4/8/2024,362.588,551.751,32.675,132.45,146.263,42.577,129.157
4/8/2024,76.654,50.064,14.412,-5.331,18.812,-19.212,18.581
4/8/2024,450.867,525.981,12.522,82.299,0,49.295,142.572
4/8/2024,8.057,129.968,11.533,14.923,1.527,-5.004,0.654
4/9/2024,49.583,94.356,8.459,1.64,18.269,-7.17,28.127
4/9/2024,872.221,805.021,18.312,239.892,90.997,58.105,34.246
4/9/2024,10.315,0.203,0.228,-20.48,0.187,-21.922,0.01
4/9/2024,317.668,601.869,44.333,73.714,192.103,-7.956,83.977
4/9/2024,102.867,154.051,0.473,7.074,1.473,3.538,81.351
4/9/2024,17.649,8.8,1.838,-25.382,1.109,-27.25,1.463
4/9/2024,4.378,9.891,0.046,-1.286,0.027,-1.011,0.285
4/9/2024,1.101,0.216,0.139,-0.549,0.218,-0.91,0.018
4/10/2024,806.146,863.796,94.134,336.912,265.99,166.186,394.097
4/10/2024,274.46,270.546,1023.265,1101.405,0,2.023,181.434
4/10/2024,4695,5293,504,1772,818,361,2613
4/10/2024,40.686,22.633,1.45,-15.871,9.097,-17.754,7.522
4/10/2024,995.278,3834.944,61.342,262.001,563.165,148.598,357.58
4/10/2024,1362.162,3406.608,37.495,139.63,595.948,33.153,678.94
4/10/2024,522.049,977.176,26.182,198.281,221.419,119.463,242.573
4/10/2024,320.177,585.896,29.192,100.927,79.278,53.848,139.076
4/10/2024,9.973,34.652,0.758,4.025,5.581,2.026,3.801
4/10/2024,1136.81,1427.81,46.489,300.616,0,102.651,431.624
4/10/2024,17.973,5.138,0.579,-1.784,1.192,0.117,5.021
4/10/2024,232.931,604.46,38.822,92.556,0,13.646,185.902
4/10/2024,509.7,224.727,329.835,260.591,84.827,-93.991,140.006
4/10/2024,222.302,212.047,9.667,17.957,16.267,-11.627,92.454
4/10/2024,597.982,306.995,79.566,150.127,0,44.841,86.903
4/11/2024,660.9,746.359,40.707,145.908,156.356,-21.648,187.749
4/11/2024,5676.2,996.3,181.5,1556.6,0,1034.4,845
4/11/2024,5.612,10.376,0.952,-3.094,2.201,-4.694,2.271
4/11/2024,702.618,2148.2,39.555,210.79,329.795,104.459,273.417
4/11/2024,42.327,458.822,0.894,-21.35,0,-22.43,17.428
4/11/2024,566.075,977.428,123.922,202.227,150.689,24.854,340.069
4/11/2024,912.28,5967.005,153.456,126.276,255.484,-326.9,593.483
4/11/2024,3214.013,16056.509,169.8,1358.806,2519.455,842.413,139.85
4/11/2024,663.9,1015.9,48.9,189.5,248,85,279.7
4/11/2024,4186,10179,637,2066,1474,775,1835
4/11/2024,785.097,262.27,21.127,229.596,93.751,193.543,120.425
4/12/2024,1979.1,860.6,129,416,44.2,99.4,542
4/12/2024,0.625,0.151,0.045,-0.061,0.023,-0.313,0.209
4/12/2024,543.287,1185.216,160.086,448.515,151.628,172.234,295.421
4/12/2024,678.113,605.382,12.619,154.642,141.519,128.833,207.614
4/12/2024,32963,7063,776,3303,0,2057,22907
4/12/2024,212.407,67.291,1.597,-64.791,0,-64.943,0
4/12/2024,14.991,6.464,0.06,-0.524,0,20.59,6.528
4/12/2024,462.485,135.173,35.045,86.031,0,51.921,170.744
4/13/2024,254.363,292.679,24.749,45.524,92.525,-14.192,74.3
4/13/2024,13709,15177,1488,9172,4366,5349,5020
4/13/2024,5688,33817,933,4249,3513,3024,1723
4/13/2024,110.954,622.701,29.43,44.483,94.228,12.661,4.738
4/13/2024,104.992,264.11,7.452,-13.694,0.448,17.55,56.602
4/13/2024,9.62,4.453,0.435,-34.19,3.25,-35.094,0.504
4/13/2024,573.196,1055.592,157.429,498.024,20.595,95.235,76.227
4/13/2024,23.023,16.229,0.386,-0.713,8.471,-0.848,8.443
4/13/2024,137.624,338.18,7.767,23.966,0,15.93,69.401
4/13/2024,8.127,3.438,0.232,-16.804,1.658,-17.032,0.786
4/14/2024,19.988,27.96,1.308,3.711,6.1,2.001,5.529
4/14/2024,1238.508,1521.429,35.738,124.986,668.171,-70.467,322.201
4/14/2024,3172,6673.2,69,394.6,1440.4,156.3,1600
4/14/2024,270.881,133.011,6.846,76.038,62.095,57.648,50.854
4/14/2024,12136,19013,568,5098,758,2909,7324
4/14/2024,231.947,405.586,14.208,110.152,107.14,84.04,78.882
4/14/2024,1.888,5.53,0.085,0.214,0.368,0.074,0.942
4/14/2024,177.023,385.116,10.164,-6.279,65.272,-22.157,81.763
4/14/2024,0.62,3.505,0.02,-2.542,0,-2.56,0.122
4/14/2024,14514,3824,1009,2992,116,1005,2217
4/14/2024,47.505,38.535,1.223,-11.161,11.814,-24.337,8.601
4/14/2024,705.167,2066.333,139.866,489.556,33.942,233.2,111.834
4/14/2024,1553,5771.4,33.7,347.2,1067.6,168,343.3
4/14/2024,1.443,0.758,0.052,-1.471,0.712,-2.81,0.725
4/14/2024,59.116,7.378,2.982,-4.448,12.078,-6.963,7.844
4/14/2024,327.893,152.249,301.071,372.258,0,74.371,103.954
4/15/2024,2099.7,5544.8,181.4,433.3,329.7,-11,1298.3
4/15/2024,603.248,1130.585,29.5,-3.553,501.684,5.558,85.343
4/15/2024,1568.391,5511.023,1402.964,2043.385,79.228,273.298,1219.426
4/15/2024,549.619,1160.029,29.103,-324.752,206.05,-725.292,241.865
4/15/2024,955.219,2155.898,79.048,259.398,645.317,-20.466,68.87
4/15/2024,642.053,871.648,52.628,269.111,241.129,206.587,154.059
4/15/2024,35.621,37.291,1.871,13.952,6.52,3.037,10.563
4/15/2024,82.878,649.134,14.939,13.87,27.45,-224.729,26.327
4/15/2024,13209,103235,1379,6549,3543,5595,6173
4/15/2024,87.394,201.497,10.701,0.79,3.912,-5.433,22.057
4/15/2024,305.685,200.348,266.672,629.943,17.564,274.207,146.151
4/16/2024,306.752,2499.405,93.692,387.284,156.253,247.62,19.496
4/16/2024,9149.911,5652.201,326.395,3544.636,1876.162,2380.681,2176.936
4/16/2024,23.809,12.682,0.319,1.63,6.578,1.441,3.772
4/16/2024,5277,4433,1378,2226,1327,341,346
4/16/2024,88.851,58.804,2.36,-55.806,0,-56.671,0.081
4/16/2025,3874,6746,1141,1950,0,259,2463
4/16/2024,0.032,0.003,0,-1.637,0.018,-4.569,0
4/16/2024,326.4,156.7,54.4,127.9,34.3,131.1,102.1
4/16/2024,138.053,1354.603,35.939,-41.642,0,-74.083,45.613
4/16/2024,0.064,0,0.091,-2.904,0,3.722,0
4/17/2024,5732,10418.6,356.7,2367.5,1677.8,1337.6,2748.4
4/17/2024,1519.272,4114.222,235.71,732.64,493.764,313.56,849.335
4/17/2024,326.233,167.63,76.758,28.573,45.195,-141.468,41.084
4/17/2024,365,457.8,52.4,134.4,140.1,67.7,140.3
4/17/2024,67.221,59.635,2.369,8.924,22.843,24.93,16.015
4/17/2024,194.782,159.808,9.216,-22.146,27.289,-70.34,40.208
4/17/2024,78.487,922.144,70.439,132.057,10.133,50.81,31.19
4/17/2024,131.068,263.085,38.589,106.554,0,50.634,37.947
4/17/2024,643.676,4786.742,83.39,103.71,196.721,-120.553,97.449
4/17/2024,59.776,14.904,0.723,1.952,21.791,35.454,13.838
4/17/2024,1001.352,565.979,7.31,333.437,102.22,196.29,174.521
4/17/2024,5629.7,620.1,1095,1770.3,0,12.8,1712.3
4/18/2024,1.196,0.336,0.098,-0.793,0.213,-0.945,0.419
4/18/2024,1234.6,3117.2,167.6,556.8,619.5,225.7,443.3
4/18/2024,1479.6,1434.9,89,757.6,181.1,1128.1,344
4/18/2024,164.174,91.183,17.262,-5,31.209,34.785,28.816
4/18/2024,1811.739,1468.8,255.601,622.513,0,122.456,1281.237
4/18/2024,4571.6,5247.4,299.7,1995.1,1233.8,1205,1817.2
4/18/2024,36138,60864,7746,8495,3649,-2310,16769
4/18/2024,536.44,1547.89,281.132,529.741,0,72.628,237.602
4/18/2024,40.603,37.712,0.028,-34.712,0,-34.959,0
4/18/2024,532.736,128.735,35.602,-30.283,0,-97.084,43.571
4/18/2024,1.652,4.637,0.893,1.392,0,0.498,0.539
4/18/2024,55.132,184.904,2.109,8.238,0,-1.551,46.142
4/18/2024,0.196,0.089,0.027,-1.521,0.114,1.016,0.013
4/18/2024,1042.958,1871.233,89.653,496.886,574.226,282.068,258.259
4/18/2024,3848.074,7967.932,376.029,669.434,12.575,-17.651,844.52
4/18/2024,199.993,98.431,82.547,79.55,0,-1.22,42.766
4/19/2024,3157,8204,516,2403,1330,1336,1375
4/19/2024,152.2,322.5,50.4,121.6,7.8,33,129.6
4/19/2024,2835.4,7812.8,543.2,2034.8,237.3,883.7,1862.3
4/19/2024,30.568,33.059,1.106,-4.545,9.131,6.701,12.312
4/19/2024,466.395,158.548,3.519,-155.424,0,-164.981,3.505
4/19/2024,423.538,766.608,23.675,116.222,0,61.57,207.287
4/19/2024,193.891,1361.553,100.943,340.038,0,157.981,131.178
4/19/2024,1317.034,143.767,48.367,815.759,0,582.489,10.48
4/19/2024,57.832,51.354,7.807,12.607,25.087,-2.922,21.463
4/19/2024,0.212,0.345,0.049,-1.118,0,-2.156,0.095
4/19/2024,1293,6206,213,806,380,289,169
4/19/2024,181.384,82.633,0.512,-39.758,0,-37.966,2.058
4/20/2024,558.879,680.116,43,177.308,258.657,50.253,179.004
4/20/2024,1340.64,1997.657,82.827,339.278,383.566,94.351,601.064
4/21/2024,4399,1711,309,2228,1391,1428,1036
4/20/2024,544.545,773.217,417.479,1204.47,11.076,557.043,471.654
4/20/2024,15.963,8.999,0.318,1.239,0,0.226,6.458
4/20/2024,6.671,11.73,0.447,-11.433,1.261,-11.908,0.139
4/20/2024,253,579.1,29,86.5,78.8,20.7,112.1
4/20/2024,2641.376,4086.275,550.596,1753.669,66.627,572.43,276.644
4/20/2024,202.791,512.024,34.413,61.318,13.053,6.836,148.324
4/20/2024,1.748,0.27,0.192,-5.376,0.24,-5.574,0.161
4/21/2024,2565,6122,1331,6128,263,3309,1010
4/21/2024,5.534,6.161,0.264,-0.024,2.734,-1.043,1.864
4/21/2024,6381,1197,148,1158,0,1019,623
4/21/2024,16.118,46.177,10.288,34.234,1.459,14.278,10.372
4/21/2024,143.209,44.671,47.546,54.472,24.807,-30.06,75.796
4/21/2024,3171.2,2868.6,260.8,1513.6,574.5,2913.8,1195.1
4/21/2024,89.378,170.084,15.519,11.497,70.872,-14.327,8.275
4/21/2024,202.943,24.57,5.91,38.259,21.3,18.722,20.775
4/21/2024,57.185,0.797,0.443,0.824,0,1.233,5.289
4/21/2024,1226,3450,74,438,477,117,604
4/21/2024,1.188,3.173,0.025,-2.47,0.012,36.334,0.034
4/21/2024,565.463,306.705,30.18,107.478,106.678,62.453,101.182
4/21/2024,151.433,129.454,222.581,279.441,4.868,-698.044,26.573
4/22/2024,2296,5411,394,1711,1199,261,785
4/22/2024,5722,7889,2297,6255,385,1609,1498
4/22/2024,7.562,2.231,0.096,1.619,0.863,1.936,0.871
4/22/2024,6.421,4.27,1.521,-0.625,2.332,-2.322,1.425
4/22/2024,353.327,361.536,3.102,-321.406,7.873,-350.223,15.729
4/22/2024,4.033,73.712,0.465,-2.831,0,-3.562,3.709
4/22/2024,21.621,5.597,0.934,-21.133,3.422,-27.558,1.154
4/22/2024,240.518,158.554,7.501,-107.127,13.633,-128.154,62.223
4/22/2024,240.518,158.554,7.501,-107.127,13.633,-128.154,62.223
4/22/2024,17384,8234,1561,5620,1693,-4864,2904
4/22/2024,516.637,1069.478,72.892,165.478,0,48.926,347.425
4/22/2024,2.726,2.851,0.106,0.755,0,0.656,0.42
4/22/2024,0.382,3.593,0.65,-3.51,0,-6.436,0.003
4/22/2024,11.349,5.366,0.892,-7.721,0,-9.479,0.843
4/22/2024,44.399,507.905,37.604,43.946,2.842,7.787,26.362
4/23/2024,7025,8422,1243,2167,394,368,1568
4/23/2024,204.496,878.283,7.209,-12.45,0,-32.685,157.541
4/23/2024,7.091,15.737,1.504,0.778,3.685,-1.098,2.326
4/23/2024,106.482,36.31,2.269,-41.349,2.062,-48.28,21.977
4/23/2024,3848,2036,212,1201,638,316,776
4/23/2024,13585.559,28566.857,593.658,6434.699,0,4059.907,7496.368
4/23/2024,91.418,85.92,18.59,13.75,0,9.842,34.145
4/23/2024,0.319,0.171,0.007,-4.369,0,-6.512,0.008
4/24/2024,1309.7,1304.1,478.9,302.9,268.1,-639.7,348.7
4/24/2024,173.514,369.038,30.464,42.674,104.431,-18.28,58.803
4/24/2024,4569.4,8785.2,506.5,2183.3,2373.5,605.2,1607.8
4/24/2024,94.973,499.751,59.422,255.519,1.858,121.371,57.422
4/24/2024,1.23,0.134,0.006,-4.279,0.144,-4.154,0.095
4/24/2024,2.03,0.675,0.011,-0.123,0.715,-0.116,0.07
4/24/2024,638.051,639.285,66.413,1197.637,305.224,854.219,267.528
4/24/2024,465.291,868.465,10.673,73.616,377.074,39.312,34.003
4/24/2024,503.281,405.871,29.658,178.938,335.001,105.193,132.63
4/25/2024,30.856,28.482,0.921,3.346,11.466,-0.195,5.721
4/25/2024,3557,6619,254,1598,1541,782,1385
4/25/2024,302.616,913.135,16.6,76.312,3.159,25.187,186.568
4/25/2024,23.293,49.467,1.607,8.922,7.581,3.614,9.835
4/25/2024,0.083,0.315,0,-0.222,0,-0.34,0.015
4/25/2024,92.665,120.689,7.862,-92.422,0,-98.942,0
4/25/2024,130.303,76.011,8.648,-34.299,53.575,-47.334,23.039
4/25/2024,158.106,26.789,0.27,-87.308,10.231,-93.971,7.336
4/25/2024,3365,7089,601,2113,1583,1080,1483
4/25/2024,345.019,2012.952,101.216,289.005,18.827,158.225,92.114
4/25/2024,1200.696,876.781,12.8,-801.873,24.068,-761.497,31.26
4/25/2024,5.878,9.562,0.296,-12.334,1.748,-12.97,0.377
4/26/2024,12.169,16.407,0.526,0.169,6.139,-3.386,4.742
4/26/2024,2538.578,8444.657,92.2,224.503,1290.103,-437.012,1006.718
4/26/2024,197.212,216.747,7.906,34.993,67.301,16.975,114.997
4/26/2024,10692.849,34824.054,158.997,766.001,3297.385,340.58,6241.74
4/26/2024,22.347,1.947,0.895,-5.411,0,-7.632,9.267
4/26/2024,180.149,64.842,1.247,-54.337,0,-56.024,16.571
4/26/2024,123.991,33.679,0.149,-33.673,0,-30.055,0.01
4/26/2024,458.1,477.3,38,103.4,235.1,27.5,154
4/26/2024,1311.177,110.425,59.255,539.329,0,419.375,498.553
4/26/2024,44.355,15.734,14.233,39.746,5.167,-5.216,20.6
4/26/2024,199.043,14.3,0.049,246.704,0,395.056,83.286
4/26/2024,57.111,116.952,8.421,5.004,1.451,-6.545,18.675
4/27/2024,11.687,5.474,0.192,5.772,1.482,4.352,1.673
4/27/2024,371.938,1707.144,19.177,181.746,195.128,102.357,164.585
4/27/2024,525.17,53.718,160.059,100.891,26.691,-65.761,85.347
4/27/2024,13.004,0,0.258,-10.962,0,-26.273,0.038
4/27/2024,0.89,0.051,0,-0.5,0.002,-0.491,0.203
4/27/2024,100.069,50.012,1.186,-49.267,0,-50.368,0.108
4/27/2024,634.84,160.105,30.574,87.309,70,58.84,44.149
4/27/2024,12.136,0,0.025,-2.706,0,-3.598,0
4/27/2024,5.58,1.537,0.088,-6.177,0.016,-9.004,2.181
4/27/2024,572.299,17.473,4.601,-329.213,27.072,-368.009,15.163
4/28/2024,471.339,560.118,25.442,173.472,113.071,91.06,161.282
4/28/2024,38603,35050,2766,12344,11529,6147,17452
4/28/2024,8.987,3.738,0.15,-11.257,0.123,-16.974,0.466
4/28/2024,109.124,45.395,1.175,-21.209,0,-21.3,0.21
4/28/2024,33.897,80.427,2.196,5.744,19.46,-1.859,12.442
4/28/2024,29.303,179.021,14.4,60.579,6.751,11.645,20.242
4/28/2024,1.479,3.481,0.133,-2.125,0.204,-3.258,0.321
4/28/2024,6.377,9.385,0.196,-8.829,0,-9.17,0.16
4/28/2024,133.644,33.73,12.743,51.721,0,12.273,61.065
4/28/2024,804.164,1534.673,47.105,206.56,465.572,69.78,152.817
4/29/2024,7590,13670,841,3807,2785,2145,3952
4/29/2024,72.653,486.242,28.324,47.818,0.722,12.204,61.107
4/29/2024,1963,4464,864,2014,235,595,1148
4/29/2024,253.673,420.403,18.721,14.279,112.536,-0.958,68.874
4/29/2024,928.631,754.347,210.316,373.912,7.558,-159.928,378.832
4/29/2024,0.116,0.023,0.038,-1.317,0,-1.412,0.002
4/29/2024,1395.258,879.209,304.818,710.308,276.005,-179.094,493.122
4/29/2024,2958,7036,318,1361,1134,337,1272
4/29/2024,9.504,7.106,0.376,-2.606,1.865,-13.163,0.084
4/30/2024,842.9,1482.6,36.4,116.2,453.1,-67.1,191.2
4/30/2024,316.638,575.007,56.8,32.731,56.698,-141.514,183.415
4/30/2024,677.197,115.446,14.121,238.018,80.942,259.016,90.809
4/30/2024,333.841,3456.204,111.702,338.231,264.366,158.536,40.978
4/30/2024,314.583,168.236,11.295,49.187,27.071,51.845,39.696
4/30/2024,0.371,0.503,0.024,-4.67,0.132,-4.909,0.146
4/30/2024,272.127,144.826,96.725,126.062,0,-39.164,114.735
4/30/2024,1327.58,765.543,456.929,991.543,0,242.224,543.579
4/30/2024,430.916,593.496,57.3,435.304,0,267.085,156.639
4/30/2024,1.182,0.146,0.03,-0.131,0,-0.031,0.211
4/30/2024,57.84,49.098,0.855,-24.807,0,-24.283,4.99
4/30/2024,139.895,48.556,0.086,12.309,119.128,5.243,12.583
4/30/2024,11.419,2.467,0.139,-7.472,1.134,-7.24,0.82
5/1/2024,55.232,246.496,14.358,18.36,18.136,-2.332,27.348
5/1/2024,20549.6,4958.9,1438.3,7657.9,4111.8,3232,6204.9
5/1/2024,3909.972,7924.817,338.825,761.595,2618.922,-137.224,0
5/1/2024,9103.432,24145.195,507.809,1132.76,3722.854,93.399,3121.663
5/1/2024,1788.914,8617.416,86.5,326.515,1135.775,165.67,579.702
5/1/2024,13.273,20.581,1.411,-16.366,0,-17.066,10.207
5/1/2024,115.375,240.915,32.887,50.747,16.768,8.873,58.135
5/1/2024,64.506,60.494,6.796,-4.39,0,-14.028,23.264
5/1/2024,4.022,0.091,2.149,-6.443,0,-13.769,2.347
5/2/2024,318.4,1783.3,91.7,218.7,0,109,250.5
5/2/2024,2.255,1.159,0.163,-3.455,0.135,-3.577,0.145
5/2/2024,187.885,88.223,5.821,-38.81,19.896,-122.611,35.193
5/2/2024,20.789,50.389,1.055,-49.874,0,-50.84,0.045
5/2/2024,153.165,0,2.329,75.3,0,-100.521,63.133
5/2/2024,335.409,0.621,0.555,-211.41,8.37,-221.54,5.724
5/2/2024,5.631,0.131,0.004,0.49,0,1.115,0.118
5/2/2024,706.229,2996.287,230.357,1047.408,0,605.668,468.26
5/2/2024,1543.797,575.465,202.063,601.233,122.407,432.518,554.217
5/2/2024,299.008,219.004,41.207,-7.525,0.468,-39.101,148.197
5/2/2024,1292.647,806.719,65.3,442.517,387.307,282.425,323.746
5/2/2024,1.26,2.67,0.033,-1.563,0,-4.777,0.67
5/2/2024,3.289,1.229,1.278,0.325,0,-3.326,0.033
5/2/2024,17.351,4.063,2.173,7.456,0,3.654,6.657
5/2/2024,36.534,14.66,0.842,-32.33,8.249,-33.316,4.415
5/2/2024,1409,950,1523,2860,35,2286,831
5/2/2024,40.695,134.181,3.182,13.349,0,6.691,38.08
5/3/2024,334.3,1093.8,205.6,404.8,86.7,174.1,144.4
5/3/2024,7194,29483,2240,6019,985,2129,1346
5/3/2024,3795,4966,4413,6793,235,615,2026
5/3/2024,116.472,91.609,0.576,-72.705,0.748,-72.158,5.274
5/3/2024,2029.8,5763,466.4,1121.7,459.7,-57.5,976.3
5/3/2024,35.443,31.853,5.203,2.271,2.954,-4.621,6.982
5/3/2024,236.82,4.979,0.236,89.732,4.732,75.41,17.588
5/3/2024,284.157,233.47,9.732,5.935,108.54,-23.899,65.994
5/3/2024,10.494,11.407,1.008,-2.869,1.219,-3.06,2.006
5/3/2024,1745,6189,203,1116,128,836,1255
5/4/2024,156.284,2589.35,153.324,390.117,24.242,125.882,53.659
5/4/2024,2468,4778,933,2095,650,657,1227
5/4/2024,2203.4,3450.8,139,167.3,610.1,-568.7,737.2
5/4/2024,124.29,119.415,1.854,11.676,24.71,5.305,33.224
5/4/2024,5.538,14.475,0.344,-13.362,0,-13.996,0
5/4/2024,19.295,43.573,2.262,-43.501,0,-48.709,0.026
